Age,Attrition,EmployeeNumber,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus, MonthlyIncome ,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,1045,Female,Travel_Rarely,Sales,11,2,Life Sciences,4,3,4,Manager,4,Married,17650,3,Y,No,13,3,2,26,4,4,9,3,1,1
32,No,1046,Female,Non-Travel,Research & Development,29,4,Medical,4,3,1,Laboratory Technician,3,Single,4025,9,Y,No,12,3,2,10,2,3,8,7,7,7
34,No,1047,Male,Travel_Rarely,Sales,1,4,Marketing,2,4,2,Sales Executive,4,Divorced,9725,0,Y,No,11,3,4,16,2,2,15,1,0,9
59,No,1048,Male,Travel_Rarely,Sales,1,2,Technical Degree,2,3,3,Manager,4,Married,11904,3,Y,Yes,14,3,3,14,1,1,6,4,0,4
45,No,1049,Male,Travel_Rarely,Human Resources,24,4,Medical,2,3,1,Human Resources,2,Single,2177,1,Y,No,16,3,1,6,3,3,6,3,0,4
53,No,1050,Female,Travel_Frequently,Sales,2,3,Marketing,3,2,3,Sales Executive,2,Married,7525,2,Y,No,12,3,1,30,2,3,15,7,6,12
36,Yes,1052,Male,Travel_Rarely,Research & Development,15,3,Other,1,3,2,Laboratory Technician,3,Divorced,4834,7,Y,No,14,3,2,9,3,2,1,0,0,0
26,Yes,1053,Male,Travel_Frequently,Research & Development,2,3,Life Sciences,1,3,1,Research Scientist,1,Married,2042,6,Y,Yes,14,3,2,6,2,3,3,2,1,2
34,No,1055,Female,Travel_Rarely,Sales,10,4,Life Sciences,3,3,1,Sales Representative,3,Married,2220,1,Y,Yes,19,3,4,1,2,3,1,1,0,0
28,No,1056,Male,Travel_Rarely,Sales,10,1,Medical,4,3,1,Sales Representative,2,Married,1052,1,Y,No,22,4,2,1,5,3,1,0,0,0
38,No,1060,Male,Travel_Frequently,Research & Development,3,4,Other,3,3,1,Research Scientist,3,Married,2821,3,Y,No,16,3,1,8,2,3,2,2,2,2
50,No,1061,Male,Travel_Rarely,Research & Development,2,4,Medical,2,3,5,Research Director,3,Married,19237,2,Y,Yes,11,3,4,29,2,2,8,1,7,7
37,No,1062,Female,Travel_Rarely,Research & Development,3,3,Other,4,3,2,Healthcare Representative,2,Single,4107,3,Y,No,15,3,1,8,3,2,4,3,0,1
40,No,1066,Male,Travel_Rarely,Sales,26,3,Marketing,3,3,2,Sales Executive,1,Married,8396,1,Y,No,14,3,2,8,3,2,7,7,7,5
26,No,1068,Female,Travel_Frequently,Research & Development,1,1,Medical,1,2,1,Research Scientist,3,Divorced,2007,1,Y,No,13,3,3,5,5,3,5,3,1,3
46,No,1069,Male,Travel_Rarely,Research & Development,1,4,Medical,4,3,5,Research Director,4,Divorced,19627,9,Y,No,17,3,4,23,0,3,2,2,2,2
54,No,1070,Female,Travel_Rarely,Sales,2,4,Life Sciences,3,2,3,Sales Executive,3,Married,10686,6,Y,No,11,3,2,13,4,3,9,4,7,0
56,No,1071,Female,Travel_Frequently,Research & Development,9,3,Medical,1,3,1,Research Scientist,3,Married,2942,2,Y,No,19,3,2,18,4,3,5,4,0,3
36,No,1073,Female,Travel_Rarely,Research & Development,12,5,Medical,4,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,15,2,2,14,8,7,8
55,No,1074,Male,Non-Travel,Research & Development,2,1,Medical,3,2,4,Manager,1,Single,16756,7,Y,No,15,3,2,31,3,4,9,7,6,2
43,No,1076,Male,Travel_Rarely,Sales,25,3,Medical,3,2,3,Sales Executive,4,Divorced,10798,5,Y,No,13,3,3,18,5,3,1,0,0,0
20,Yes,1077,Female,Travel_Frequently,Sales,9,3,Marketing,4,3,1,Sales Representative,4,Single,2323,1,Y,Yes,14,3,2,2,3,3,2,2,0,2
21,Yes,1079,Female,Travel_Rarely,Research & Development,10,3,Life Sciences,3,2,1,Laboratory Technician,1,Single,1416,1,Y,No,13,3,1,1,6,2,1,0,1,0
46,No,1080,Female,Travel_Rarely,Research & Development,8,4,Life Sciences,4,2,2,Research Scientist,1,Divorced,4615,8,Y,Yes,23,4,1,19,2,3,16,13,1,7
51,Yes,1081,Male,Travel_Rarely,Research & Development,4,4,Life Sciences,1,3,1,Research Scientist,3,Married,2461,9,Y,Yes,12,3,3,18,2,4,10,0,2,7
28,Yes,1082,Male,Non-Travel,Research & Development,24,2,Technical Degree,2,2,3,Healthcare Representative,1,Single,8722,1,Y,No,12,3,1,10,2,2,10,7,1,9
26,No,1083,Male,Travel_Rarely,Research & Development,1,2,Medical,1,2,1,Laboratory Technician,1,Married,3955,1,Y,No,16,3,1,6,2,3,5,3,1,3
30,No,1084,Male,Travel_Rarely,Research & Development,20,3,Other,3,3,2,Manufacturing Director,1,Married,9957,0,Y,No,15,3,3,7,1,2,6,2,0,2
41,No,1085,Female,Travel_Rarely,Research & Development,7,2,Technical Degree,2,4,1,Research Scientist,3,Married,3376,1,Y,No,13,3,3,10,3,3,10,6,0,8
38,No,1088,Female,Travel_Rarely,Research & Development,17,1,Life Sciences,3,2,3,Healthcare Representative,3,Married,8823,0,Y,No,18,3,1,20,4,2,19,9,1,9
40,No,1092,Male,Travel_Rarely,Research & Development,20,4,Technical Degree,1,3,3,Healthcare Representative,4,Married,10322,4,Y,No,20,4,4,14,6,3,11,10,11,1
27,No,1094,Male,Non-Travel,Research & Development,8,5,Life Sciences,1,1,1,Laboratory Technician,3,Married,4621,1,Y,No,19,3,4,3,4,3,3,2,1,2
55,No,1096,Male,Travel_Frequently,Research & Development,2,1,Life Sciences,4,3,3,Manufacturing Director,2,Married,10976,3,Y,No,18,3,2,23,4,3,3,2,1,2
28,No,1097,Female,Travel_Rarely,Research & Development,10,3,Other,3,3,2,Research Scientist,3,Single,3660,3,Y,No,13,3,4,10,4,4,8,7,1,7
44,Yes,1098,Male,Travel_Rarely,Human Resources,1,2,Medical,2,2,3,Human Resources,1,Married,10482,9,Y,No,14,3,4,24,1,3,20,6,3,6
33,No,1099,Male,Travel_Rarely,Research & Development,5,3,Life Sciences,4,2,3,Healthcare Representative,4,Divorced,7119,4,Y,No,15,3,3,9,2,3,3,2,1,2
35,Yes,1100,Male,Travel_Rarely,Sales,4,3,Technical Degree,4,3,3,Sales Executive,1,Single,9582,0,Y,Yes,22,4,1,9,2,3,8,7,4,7
33,Yes,1101,Female,Travel_Frequently,Research & Development,29,4,Medical,1,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,14,4,3,13,7,3,8
28,No,1102,Male,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3,1,Laboratory Technician,3,Divorced,2207,1,Y,No,16,3,4,4,5,2,4,2,2,2
34,No,1103,Male,Travel_Frequently,Research & Development,3,1,Life Sciences,1,3,2,Healthcare Representative,4,Single,7756,0,Y,No,17,3,3,7,1,2,6,2,0,4
37,No,1105,Female,Travel_Rarely,Sales,10,4,Life Sciences,4,2,2,Sales Executive,4,Divorced,6694,2,Y,Yes,14,3,3,8,5,3,1,0,0,0
25,Yes,1106,Male,Travel_Rarely,Research & Development,4,1,Technical Degree,4,3,1,Laboratory Technician,4,Married,3691,1,Y,Yes,15,3,2,7,3,4,7,7,5,6
26,Yes,1107,Male,Travel_Rarely,Research & Development,21,3,Medical,1,3,1,Laboratory Technician,3,Divorced,2377,1,Y,No,20,4,3,1,0,2,1,1,0,0
33,Yes,1108,Male,Travel_Rarely,Research & Development,25,3,Medical,1,2,1,Research Scientist,2,Single,2313,4,Y,Yes,20,4,2,5,0,3,2,2,2,2
42,No,1109,Male,Travel_Rarely,Research & Development,2,2,Medical,4,3,4,Manager,1,Married,17665,0,Y,No,17,3,4,23,3,3,22,6,13,7
28,Yes,1111,Male,Travel_Frequently,Research & Development,1,3,Medical,1,2,1,Laboratory Technician,2,Divorced,2596,1,Y,No,15,3,1,1,2,3,1,0,0,0
50,Yes,1113,Male,Travel_Frequently,Sales,1,4,Other,4,3,2,Sales Executive,3,Single,4728,3,Y,Yes,14,3,4,5,4,3,0,0,0,0
33,No,1114,Female,Travel_Frequently,Sales,7,3,Life Sciences,4,3,2,Sales Executive,2,Married,4302,0,Y,No,17,3,3,4,3,3,3,2,0,2
34,No,1115,Male,Non-Travel,Research & Development,3,4,Life Sciences,3,2,1,Research Scientist,4,Married,2979,3,Y,No,17,3,4,6,2,3,0,0,0,0
48,No,1116,Male,Non-Travel,Research & Development,1,4,Medical,1,4,4,Manager,4,Single,16885,2,Y,No,22,4,3,27,3,2,5,4,2,1
45,No,1117,Female,Non-Travel,Sales,9,4,Life Sciences,2,2,2,Sales Executive,3,Married,5593,1,Y,No,13,3,4,15,2,3,15,10,4,12
52,No,1118,Male,Travel_Rarely,Research & Development,7,4,Life Sciences,2,3,3,Healthcare Representative,2,Single,10445,7,Y,No,19,3,4,18,4,3,8,6,4,0
38,No,1119,Male,Travel_Rarely,Sales,10,4,Marketing,3,2,3,Sales Executive,3,Divorced,8740,0,Y,Yes,14,3,2,9,2,3,8,7,2,7
29,No,1120,Female,Travel_Rarely,Research & Development,28,4,Life Sciences,3,3,1,Research Scientist,4,Divorced,2514,4,Y,No,22,4,1,11,1,3,7,5,1,7
28,No,1121,Female,Travel_Rarely,Research & Development,3,3,Medical,4,3,3,Manufacturing Director,2,Divorced,7655,0,Y,No,17,3,2,10,3,2,9,7,1,7
46,No,1124,Male,Travel_Rarely,Sales,3,1,Marketing,1,3,4,Manager,3,Married,17465,3,Y,No,12,3,4,23,3,3,12,9,4,9
38,No,1125,Male,Travel_Rarely,Sales,2,2,Marketing,4,3,3,Sales Executive,2,Single,7351,7,Y,No,16,3,3,10,2,3,1,0,0,0
43,No,1126,Female,Travel_Frequently,Research & Development,27,3,Life Sciences,3,3,3,Manufacturing Director,1,Married,10820,8,Y,No,11,3,3,18,1,3,8,7,0,1
39,Yes,1127,Male,Travel_Frequently,Research & Development,2,3,Life Sciences,1,3,4,Healthcare Representative,4,Divorced,12169,7,Y,No,11,3,4,21,4,3,18,7,11,5
40,No,1128,Male,Travel_Rarely,Research & Development,14,3,Medical,3,2,5,Research Director,3,Single,19626,1,Y,No,14,3,1,21,2,4,20,7,4,9
21,No,1131,Female,Travel_Rarely,Research & Development,1,1,Technical Degree,4,2,1,Research Scientist,2,Single,2070,1,Y,Yes,11,3,3,2,6,4,2,2,2,2
39,No,1132,Male,Non-Travel,Research & Development,9,3,Life Sciences,3,3,2,Laboratory Technician,2,Single,6782,9,Y,No,15,3,3,9,2,2,5,4,0,3
36,No,1133,Male,Non-Travel,Research & Development,18,4,Life Sciences,1,3,2,Manufacturing Director,4,Single,7779,2,Y,No,20,4,1,18,0,3,11,9,0,9
31,No,1135,Male,Travel_Frequently,Sales,20,3,Life Sciences,3,4,1,Sales Representative,4,Married,2791,0,Y,No,12,3,1,3,4,3,2,2,2,2
28,No,1136,Male,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2,1,Research Scientist,2,Married,3201,0,Y,No,17,3,1,6,2,1,5,3,0,4
35,No,1137,Male,Travel_Frequently,Sales,11,2,Marketing,4,3,2,Sales Executive,4,Divorced,4968,1,Y,No,11,3,4,5,3,3,5,2,0,2
49,No,1138,Male,Travel_Rarely,Sales,8,4,Technical Degree,4,2,4,Sales Executive,2,Married,13120,6,Y,No,17,3,2,22,3,3,9,8,2,3
34,No,1140,Male,Travel_Frequently,Research & Development,2,2,Life Sciences,4,3,2,Manufacturing Director,3,Single,4033,2,Y,No,11,3,4,5,3,2,3,2,0,2
29,No,1143,Female,Travel_Frequently,Research & Development,10,3,Life Sciences,4,3,1,Research Scientist,2,Divorced,3291,0,Y,No,14,3,4,8,2,2,7,5,1,1
42,No,1148,Male,Travel_Rarely,Research & Development,29,3,Medical,2,1,2,Laboratory Technician,4,Single,4272,4,Y,No,19,3,1,16,3,3,1,0,0,0
29,No,1150,Male,Travel_Rarely,Research & Development,8,1,Medical,2,2,2,Manufacturing Director,4,Married,5056,1,Y,Yes,15,3,3,10,2,2,10,7,1,2
38,No,1152,Male,Travel_Rarely,Human Resources,1,3,Human Resources,3,4,1,Human Resources,3,Married,2844,1,Y,No,13,3,4,7,2,4,7,6,5,0
28,No,1154,Male,Travel_Frequently,Research & Development,6,3,Life Sciences,3,2,1,Research Scientist,3,Divorced,2703,1,Y,Yes,14,3,4,3,2,3,3,1,0,2
18,Yes,1156,Male,Non-Travel,Research & Development,8,1,Medical,3,3,1,Laboratory Technician,3,Single,1904,1,Y,No,12,3,4,0,0,3,0,0,0,0
33,Yes,1157,Female,Travel_Rarely,Sales,9,4,Marketing,1,3,2,Sales Executive,1,Single,8224,0,Y,Yes,17,3,1,6,3,3,5,2,0,3
41,No,1158,Male,Travel_Rarely,Research & Development,12,4,Life Sciences,2,3,1,Laboratory Technician,4,Married,4766,3,Y,Yes,11,3,1,6,4,3,1,0,0,0
31,Yes,1160,Male,Travel_Frequently,Research & Development,15,3,Medical,3,3,1,Laboratory Technician,3,Married,2610,1,Y,No,12,3,3,2,5,2,2,2,2,2
37,No,1161,Female,Travel_Rarely,Research & Development,25,2,Medical,3,2,2,Healthcare Representative,4,Divorced,5731,7,Y,No,13,3,3,9,2,3,6,2,1,3
27,No,1162,Male,Travel_Rarely,Research & Development,6,3,Life Sciences,4,2,1,Research Scientist,3,Married,2539,1,Y,No,13,3,3,4,0,3,4,2,2,2
34,No,1163,Female,Travel_Rarely,Sales,9,1,Life Sciences,2,3,2,Sales Executive,3,Married,5714,1,Y,No,20,4,1,6,3,2,6,5,1,3
35,No,1164,Male,Travel_Rarely,Human Resources,8,4,Technical Degree,3,3,1,Human Resources,3,Single,4323,1,Y,No,17,3,2,6,2,1,5,4,1,4
29,Yes,1165,Female,Travel_Rarely,Sales,23,1,Life Sciences,4,2,3,Sales Executive,1,Married,7336,1,Y,No,13,3,1,11,3,1,11,8,3,10
40,No,1166,Female,Travel_Frequently,Research & Development,9,4,Medical,2,3,3,Research Director,3,Single,13499,9,Y,No,17,3,3,20,3,2,18,7,2,13
42,Yes,1167,Male,Travel_Frequently,Sales,12,3,Life Sciences,3,3,4,Sales Executive,1,Single,13758,0,Y,Yes,12,3,2,22,2,2,21,9,13,14
42,No,1171,Male,Travel_Rarely,Sales,4,4,Marketing,2,3,2,Sales Executive,1,Single,5155,7,Y,No,13,3,4,9,3,4,6,4,1,5
35,No,1172,Male,Travel_Rarely,Research & Development,1,4,Medical,4,2,1,Laboratory Technician,3,Married,2258,6,Y,No,12,3,2,10,2,3,8,0,1,7
24,No,1173,Male,Travel_Rarely,Research & Development,24,3,Medical,4,3,1,Laboratory Technician,2,Single,3597,8,Y,No,22,4,4,6,2,3,4,3,1,2
28,Yes,1175,Female,Travel_Rarely,Research & Development,12,1,Life Sciences,3,3,1,Laboratory Technician,4,Married,2515,1,Y,Yes,11,3,4,1,4,2,1,1,0,0
26,No,1177,Male,Travel_Rarely,Research & Development,3,4,Medical,1,4,1,Laboratory Technician,4,Married,4420,1,Y,No,22,4,2,8,2,3,8,7,0,7
30,No,1179,Male,Travel_Rarely,Sales,10,3,Marketing,3,2,2,Sales Executive,3,Married,6578,1,Y,No,18,3,1,10,3,3,10,3,1,4
40,No,1180,Female,Travel_Frequently,Research & Development,26,2,Medical,3,2,2,Research Scientist,4,Married,4422,3,Y,Yes,13,3,4,16,3,1,1,1,0,0
35,No,1182,Male,Travel_Rarely,Research & Development,2,3,Life Sciences,3,2,3,Manufacturing Director,2,Divorced,10274,2,Y,No,18,3,2,15,2,4,7,7,6,4
34,No,1184,Male,Travel_Frequently,Research & Development,1,3,Medical,4,2,2,Healthcare Representative,1,Single,5343,0,Y,No,20,4,3,14,3,3,13,9,4,9
35,No,1185,Male,Travel_Frequently,Research & Development,4,4,Other,4,2,1,Laboratory Technician,4,Married,2376,1,Y,No,13,3,2,2,2,4,2,2,2,2
43,Yes,1188,Female,Travel_Rarely,Sales,9,3,Marketing,1,1,2,Sales Executive,3,Single,5346,8,Y,No,13,3,2,7,2,2,4,3,1,3
32,No,1190,Female,Non-Travel,Sales,2,1,Life Sciences,3,3,1,Sales Representative,1,Divorced,2827,1,Y,No,12,3,3,1,3,3,1,0,0,0
56,No,1191,Female,Travel_Rarely,Research & Development,4,4,Technical Degree,4,3,5,Manager,1,Divorced,19943,4,Y,No,13,3,4,28,2,3,5,2,4,2
29,No,1192,Female,Travel_Rarely,Research & Development,6,1,Medical,2,3,1,Laboratory Technician,4,Married,3131,1,Y,No,13,3,1,10,5,3,10,8,0,8
19,No,1193,Male,Travel_Rarely,Research & Development,9,2,Life Sciences,3,3,1,Research Scientist,1,Single,2552,1,Y,No,25,4,3,1,4,3,1,1,0,0
45,No,1195,Female,Travel_Rarely,Research & Development,7,3,Medical,1,3,1,Research Scientist,3,Married,4477,4,Y,Yes,19,3,3,7,2,2,3,2,0,2
37,No,1196,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,4,2,2,Manufacturing Director,4,Married,6474,1,Y,No,13,3,2,14,2,2,14,8,3,11
20,No,1198,Male,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2,1,Laboratory Technician,3,Single,3033,1,Y,No,12,3,1,2,2,2,2,2,1,2
44,Yes,1200,Male,Travel_Rarely,Research & Development,10,4,Life Sciences,3,3,1,Research Scientist,3,Single,2936,1,Y,Yes,11,3,3,6,4,3,6,4,0,2
53,No,1201,Female,Travel_Rarely,Research & Development,7,2,Medical,4,3,5,Manager,3,Divorced,18606,3,Y,No,18,3,2,26,6,3,7,7,4,7
29,No,1202,Female,Travel_Rarely,Research & Development,15,1,Life Sciences,2,1,1,Research Scientist,4,Married,2168,0,Y,Yes,18,3,1,6,2,2,5,4,1,3
22,Yes,1203,Male,Travel_Frequently,Research & Development,3,4,Life Sciences,3,2,1,Research Scientist,4,Married,2853,0,Y,Yes,11,3,2,1,5,3,0,0,0,0
46,No,1204,Female,Travel_Rarely,Sales,2,3,Marketing,3,3,4,Manager,1,Married,17048,8,Y,No,23,4,1,28,2,3,26,15,15,9
44,No,1206,Male,Non-Travel,Research & Development,17,3,Life Sciences,4,1,1,Research Scientist,3,Single,2290,2,Y,No,13,3,4,6,3,3,0,0,0,0
33,No,1207,Male,Travel_Rarely,Human Resources,2,3,Human Resources,2,3,1,Human Resources,3,Married,3600,1,Y,No,13,3,4,5,2,3,5,4,1,4
41,Yes,1210,Male,Non-Travel,Research & Development,5,2,Life Sciences,1,2,1,Research Scientist,1,Divorced,2107,6,Y,No,17,3,1,5,2,1,1,0,0,0
30,No,1211,Male,Travel_Rarely,Sales,29,4,Life Sciences,3,3,2,Sales Executive,1,Divorced,4115,8,Y,No,19,3,3,8,3,3,4,3,0,3
40,No,1212,Male,Travel_Frequently,Sales,2,4,Medical,2,3,2,Sales Executive,2,Married,4327,5,Y,No,12,3,4,5,2,3,0,0,0,0
50,No,1215,Female,Travel_Frequently,Research & Development,2,3,Medical,4,3,4,Manager,1,Married,17856,2,Y,No,22,4,3,32,3,3,2,2,2,2
28,No,1216,Male,Travel_Rarely,Research & Development,19,4,Medical,4,2,1,Laboratory Technician,1,Married,3196,1,Y,No,12,3,3,6,2,3,6,5,3,3
46,No,1217,Male,Travel_Rarely,Research & Development,15,2,Life Sciences,4,3,5,Research Director,2,Married,19081,5,Y,No,11,3,1,25,2,3,4,2,0,3
35,No,1218,Male,Travel_Rarely,Sales,17,4,Life Sciences,3,3,2,Sales Executive,1,Married,8966,3,Y,Yes,15,3,4,15,2,3,7,7,1,7
24,Yes,1219,Female,Travel_Rarely,Research & Development,17,2,Life Sciences,4,3,1,Laboratory Technician,2,Married,2210,1,Y,No,13,3,1,1,3,1,1,0,0,0
33,No,1220,Female,Travel_Frequently,Sales,25,3,Medical,2,3,2,Sales Executive,3,Married,4539,1,Y,No,12,3,1,10,3,2,10,7,0,1
36,No,1221,Male,Travel_Rarely,Research & Development,6,4,Life Sciences,3,1,1,Laboratory Technician,3,Divorced,2741,1,Y,No,14,3,3,7,4,3,7,7,1,7
30,No,1224,Male,Travel_Rarely,Research & Development,7,4,Life Sciences,3,3,2,Laboratory Technician,3,Divorced,3491,1,Y,No,13,3,1,10,4,2,10,7,8,9
44,No,1225,Male,Travel_Rarely,Research & Development,29,4,Other,4,3,2,Research Scientist,4,Single,4541,1,Y,No,25,4,2,20,3,3,20,11,13,17
20,No,1226,Male,Travel_Rarely,Sales,21,3,Marketing,3,4,1,Sales Representative,4,Single,2678,1,Y,No,17,3,4,2,2,3,2,1,2,2
46,No,1228,Male,Travel_Rarely,Research & Development,2,4,Technical Degree,4,3,2,Manufacturing Director,4,Divorced,7379,2,Y,No,11,3,3,12,3,2,6,3,1,4
42,No,1231,Male,Non-Travel,Human Resources,2,5,Medical,4,4,2,Human Resources,1,Married,6272,7,Y,No,16,3,1,10,3,4,4,3,0,3
60,No,1233,Male,Travel_Rarely,Sales,7,4,Marketing,2,4,2,Sales Executive,4,Divorced,5220,0,Y,Yes,18,3,2,12,3,3,11,7,1,9
32,No,1234,Female,Travel_Frequently,Research & Development,13,3,Other,3,2,1,Laboratory Technician,2,Married,2743,1,Y,No,20,4,3,2,2,3,2,2,2,2
32,No,1235,Female,Travel_Frequently,Research & Development,2,2,Life Sciences,4,3,2,Research Scientist,3,Single,4998,4,Y,Yes,14,3,4,10,2,3,8,7,0,7
36,No,1237,Female,Travel_Rarely,Research & Development,1,3,Technical Degree,3,1,3,Manufacturing Director,1,Divorced,10252,2,Y,Yes,21,4,3,17,2,3,7,7,7,7
33,No,1238,Male,Travel_Rarely,Research & Development,9,3,Medical,1,3,1,Research Scientist,4,Married,2781,0,Y,No,13,3,2,15,5,3,14,10,4,10
40,No,1239,Female,Travel_Rarely,Sales,10,3,Technical Degree,2,2,2,Sales Executive,2,Divorced,6852,7,Y,No,12,3,2,7,2,4,5,1,1,3
25,No,1240,Male,Travel_Rarely,Sales,10,4,Life Sciences,3,3,2,Sales Executive,4,Single,4950,0,Y,No,14,3,2,5,4,3,4,3,1,1
30,No,1241,Male,Travel_Rarely,Research & Development,1,3,Medical,4,3,1,Research Scientist,2,Married,3579,0,Y,Yes,21,4,1,12,2,3,11,9,5,7
42,No,1242,Female,Travel_Frequently,Research & Development,26,5,Medical,1,3,3,Research Director,1,Married,13191,3,Y,Yes,17,3,3,20,6,3,1,0,0,0
35,No,1243,Female,Non-Travel,Sales,8,2,Marketing,3,2,3,Sales Executive,4,Married,10377,4,Y,Yes,11,3,2,16,6,2,13,2,4,12
27,No,1244,Male,Travel_Rarely,Research & Development,14,3,Life Sciences,1,3,1,Research Scientist,1,Married,2235,1,Y,Yes,14,3,4,9,3,2,9,7,6,8
54,No,1245,Female,Travel_Frequently,Research & Development,1,4,Life Sciences,4,3,3,Manufacturing Director,3,Divorced,10502,7,Y,No,17,3,1,33,2,1,5,4,1,4
44,No,1246,Female,Travel_Rarely,Research & Development,2,1,Life Sciences,1,4,1,Research Scientist,4,Married,2011,1,Y,No,13,3,4,10,5,3,10,5,7,7
19,Yes,1248,Female,Non-Travel,Research & Development,10,3,Medical,1,2,1,Research Scientist,2,Single,1859,1,Y,Yes,25,4,2,1,2,4,1,1,0,0
29,No,1249,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3,1,Research Scientist,4,Divorced,3760,1,Y,No,15,3,1,3,5,3,3,2,1,2
54,No,1250,Male,Travel_Rarely,Research & Development,3,3,Life Sciences,4,3,4,Research Director,4,Married,17779,3,Y,No,14,3,1,36,2,3,10,9,0,9
31,No,1251,Male,Travel_Rarely,Research & Development,11,2,Medical,3,3,2,Healthcare Representative,1,Married,6833,1,Y,Yes,12,3,4,6,2,2,6,5,0,1
31,No,1252,Female,Travel_Rarely,Research & Development,24,3,Medical,3,2,2,Healthcare Representative,1,Single,6812,1,Y,No,19,3,2,10,2,3,10,9,1,8
59,No,1254,Female,Travel_Rarely,Sales,3,3,Life Sciences,3,2,2,Sales Executive,4,Single,5171,5,Y,No,17,3,4,13,2,3,6,1,0,5
43,No,1255,Male,Travel_Rarely,Research & Development,3,3,Life Sciences,3,1,5,Research Director,4,Married,19740,3,Y,No,14,3,2,25,2,3,8,7,0,7
49,No,1256,Male,Travel_Rarely,Research & Development,4,2,Medical,1,2,5,Manager,3,Married,18711,2,Y,No,13,3,3,23,2,4,1,0,0,0
36,No,1257,Male,Travel_Frequently,Research & Development,3,3,Technical Degree,3,3,1,Research Scientist,2,Married,3692,1,Y,No,12,3,3,12,2,2,11,10,0,7
48,No,1258,Male,Travel_Rarely,Research & Development,2,2,Technical Degree,4,4,1,Laboratory Technician,2,Single,2559,5,Y,No,11,3,3,7,4,2,1,0,0,0
27,No,1259,Male,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3,1,Research Scientist,3,Divorced,2517,1,Y,No,11,3,2,5,2,3,5,3,0,3
29,No,1260,Male,Travel_Rarely,Research & Development,7,3,Life Sciences,3,3,2,Healthcare Representative,4,Divorced,6623,1,Y,Yes,11,3,2,6,2,3,6,0,1,0
48,No,1263,Male,Travel_Rarely,Research & Development,1,3,Life Sciences,4,2,5,Research Director,4,Single,18265,6,Y,No,12,3,3,25,3,4,1,0,0,0
29,No,1264,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,4,2,4,Research Director,4,Divorced,16124,3,Y,No,14,3,2,9,2,2,7,7,1,7
34,No,1265,Female,Travel_Rarely,Research & Development,20,3,Technical Degree,3,4,1,Research Scientist,3,Married,2585,0,Y,No,17,3,4,2,5,2,1,0,0,0
44,No,1267,Male,Travel_Rarely,Sales,5,3,Marketing,2,3,5,Manager,2,Married,18213,7,Y,No,11,3,3,26,5,3,22,9,3,10
33,No,1268,Male,Travel_Rarely,Sales,10,5,Marketing,4,4,3,Sales Executive,3,Divorced,8380,0,Y,Yes,14,3,4,10,3,3,9,8,0,8
19,No,1269,Female,Travel_Rarely,Research & Development,25,3,Life Sciences,2,4,1,Research Scientist,4,Single,2994,1,Y,Yes,12,3,4,1,2,3,1,0,0,1
23,No,1270,Male,Travel_Rarely,Research & Development,1,2,Life Sciences,4,3,1,Research Scientist,3,Married,1223,1,Y,No,22,4,4,1,2,3,1,0,0,1
25,Yes,1273,Male,Travel_Frequently,Sales,24,1,Life Sciences,3,1,1,Sales Representative,4,Single,1118,1,Y,Yes,14,3,4,1,4,3,1,0,1,0
26,No,1275,Male,Travel_Rarely,Research & Development,4,2,Life Sciences,3,3,1,Research Scientist,4,Single,2875,1,Y,Yes,20,4,2,8,2,2,8,5,2,2
45,Yes,1277,Female,Travel_Rarely,Sales,2,3,Marketing,1,1,5,Manager,2,Single,18824,2,Y,Yes,16,3,1,26,2,3,24,10,1,11
55,No,1278,Male,Non-Travel,Research & Development,8,1,Medical,4,2,4,Healthcare Representative,2,Divorced,13577,1,Y,Yes,15,3,4,34,3,3,33,9,15,0
21,Yes,1279,Female,Travel_Frequently,Research & Development,10,2,Life Sciences,1,2,1,Laboratory Technician,3,Single,2625,1,Y,No,20,4,3,2,2,1,2,2,2,2
46,No,1280,Female,Travel_Rarely,Sales,4,2,Marketing,4,2,5,Manager,2,Married,18789,2,Y,No,14,3,3,26,2,3,11,4,0,8
34,No,1281,Female,Travel_Rarely,Sales,2,3,Marketing,3,3,2,Sales Executive,1,Single,4538,0,Y,Yes,12,3,4,4,3,3,3,2,0,2
51,No,1282,Male,Travel_Frequently,Sales,9,3,Life Sciences,4,3,5,Manager,2,Divorced,19847,4,Y,Yes,24,4,1,31,5,2,29,10,11,10
